#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B	Official Symbol Interactor A-B
1272252	6907	6603	112770	112487	-	PRO2451	TBL1X	SMARCD2	EBI|SMAP55|TBL1	BAF60B|CRACD2|Rsc6p	Co-fractionation	physical	Wan C (2015)	PUBMED:26344197	9606	9606	High Throughput	0,634596561	-	Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.	-	BIOGRID	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	Q92925	J3KMX2	NP_001091896|NP_001317368|NP_001317369	-	-	-	-	-	-	Homo sapiens	Homo sapiens	SMARCD2
1273154	6598	6907	112482	112770	-	-	SMARCB1	TBL1X	BAF47|INI1|MRD15|PPP1R144|RDT|RTPS1|SNF5|SNF5L1|SWNTS1|Sfh1p|Snr1|hSNFS	EBI|SMAP55|TBL1	Co-fractionation	physical	Wan C (2015)	PUBMED:26344197	9606	9606	High Throughput	0,30533766	-	Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.	-	BIOGRID	Q12824	Q9H836	NP_001349806|NP_001304875|NP_001007469|NP_003064	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens	SMARCB1
1273155	6602	6907	112486	112770	-	-	SMARCD1	TBL1X	BAF60A|CRACD1|Rsc6p	EBI|SMAP55|TBL1	Co-fractionation	physical	Wan C (2015)	PUBMED:26344197	9606	9606	High Throughput	0,6602114	-	Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.	-	BIOGRID	Q96GM5	-	NP_003067|NP_620710	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens	SMARCD1
1273156	6604	6907	112488	112770	-	-	SMARCD3	TBL1X	BAF60C|CRACD3|Rsc6p	EBI|SMAP55|TBL1	Co-fractionation	physical	Wan C (2015)	PUBMED:26344197	9606	9606	High Throughput	0,523127864	-	Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.	-	BIOGRID	Q6STE5	-	NP_001003802|NP_003069|NP_001003801	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens	SMARCD3
1274743	2874	6907	109132	112770	-	-	GPS2	TBL1X	AMF-1	EBI|SMAP55|TBL1	Co-purification	physical	Huang J (2015)	PUBMED:26070566	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q13227	-	NP_004480	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens	GPS2
1274746	6907	2874	112770	109132	-	-	TBL1X	GPS2	EBI|SMAP55|TBL1	AMF-1	Reconstituted Complex	physical	Huang J (2015)	PUBMED:26070566	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	Q13227	-	NP_004480	-	-	-	-	-	-	Homo sapiens	Homo sapiens	GPS2
1274747	6907	2874	112770	109132	-	-	TBL1X	GPS2	EBI|SMAP55|TBL1	AMF-1	Affinity Capture-Western	physical	Huang J (2015)	PUBMED:26070566	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	Q13227	-	NP_004480	-	-	-	-	-	-	Homo sapiens	Homo sapiens	GPS2
1439572	7514	6907	113348	112770	-	-	XPO1	TBL1X	CRM1|emb|exp1	EBI|SMAP55|TBL1	Affinity Capture-MS	physical	Kirli K (2015)	PUBMED:26673895	9606	9606	High Throughput	-	-	Cargo A|Intreaction in the presence of RanGTP	-	BIOGRID	O14980	B3KWD0	NP_003391	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens	XPO1
1504577	27101	6907	118001	112770	PNAS-107	-	CACYBP	TBL1X	GIG5|S100A6BP|SIP	EBI|SMAP55|TBL1	Co-localization	physical	Chen TC (2014)	PUBMED:25241761	9606	9606	High Throughput	-	-	in situ PLA	-	BIOGRID	Q9HB71	A0A024R904	NP_055227|NP_001007215	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens	CACYBP
1505008	6907	1499	112770	107880	-	OK/SW-cl.35	TBL1X	CTNNB1	EBI|SMAP55|TBL1	CTNNB|MRD19|armadillo	Co-localization	physical	Chen TC (2014)	PUBMED:25241761	9606	9606	High Throughput	-	-	in situ PLA	-	BIOGRID	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	P35222	B4DGU4|A0A024R2Q3	NP_001091680|NP_001091679|NP_001895|NP_001317658	-	-	-	-	-	-	Homo sapiens	Homo sapiens	CTNNB1
1508047	3607	6907	109820	112770	-	-	FOXK2	TBL1X	ILF|ILF-1|ILF1	EBI|SMAP55|TBL1	Affinity Capture-MS	physical	Li X (2015)	PUBMED:25609649	9606	9606	High Throughput	-	-	High-confidence interactions	-	BIOGRID	Q01167	-	NP_004505	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens	FOXK2
1515095	7329	6907	113177	112770	LA16c-358B7.1	-	UBE2I	TBL1X	C358B7.1|P18|UBC9	EBI|SMAP55|TBL1	Biochemical Activity	physical	Tan M (2015)	PUBMED:26369384	9606	9606	Low Throughput	-	Sumoylation	Figure 4	-	BIOGRID	P63279	B0QYN7|A8K503	NP_003336|NP_919236|NP_919237|NP_919235	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens	UBE2I
1520054	79923	6907	123000	112770	-	-	NANOG	TBL1X	-	EBI|SMAP55|TBL1	Affinity Capture-MS	physical	Oliviero G (2015)	PUBMED:26687479	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q9H9S0	A8K4D1	NP_001284627|NP_079141	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens	NANOG
2217556	90665	6907	124751	112770	-	-	TBL1Y	TBL1X	TBL1	EBI|SMAP55|TBL1	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0,999999991	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.999999991, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	Q9BQ87	A0A024R189	NP_150600|NP_599021|NP_599020	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens	TBL1Y
2220010	2874	6907	109132	112770	-	-	GPS2	TBL1X	AMF-1	EBI|SMAP55|TBL1	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0,999999272	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.999999272, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	Q13227	-	NP_004480	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens	GPS2
2246399	81628	6907	123563	112770	-	-	TSC22D4	TBL1X	THG-1|THG1|TILZ2	EBI|SMAP55|TBL1	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0,975220339	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.975220339, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	Q9Y3Q8	-	NP_001289972|NP_112197	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens	TSC22D4
2247494	283078	6907	129453	112770	-	-	MKX	TBL1X	C10orf48|IFRX|IRXL1	EBI|SMAP55|TBL1	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0,970813913	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.970813913, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	Q8IYA7	-	NP_775847|NP_001229631	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens	MKX
2247891	135398	6907	126429	112770	-	-	C6orf141	TBL1X	-	EBI|SMAP55|TBL1	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0,969173114	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.969173114, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	Q5SZD1	A0A024RD72	NP_001139124	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens	C6ORF141
2248082	23765	6907	117265	112770	-	-	IL17RA	TBL1X	CANDF5|CD217|CDw217|IL-17RA|IL17R|hIL-17R	EBI|SMAP55|TBL1	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0,968353169	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.968353169, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	Q96F46	-	NP_001276834|NP_055154	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens	IL17RA
2253162	5055	6907	111092	112770	-	-	SERPINB2	TBL1X	HsT1201|PAI|PAI-2|PAI2|PLANH2	EBI|SMAP55|TBL1	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0,94221786	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.94221786, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	P05120	-	NP_002566|NP_001137290	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens	SERPINB2
